iter,energy,gamma[0],beta[0],phi[0],theta[0],gamma[1],beta[1],phi[1],theta[1],gamma[2],beta[2],phi[2],theta[2],gamma[3],beta[3],phi[3],theta[3],gamma[4],beta[4],phi[4],theta[4],gamma[5],beta[5],phi[5],theta[5],gamma[6],beta[6],phi[6],theta[6],gamma[7],beta[7],phi[7],theta[7],gamma[8],beta[8],phi[8],theta[8],gamma[9],beta[9],phi[9],theta[9],gamma[10],beta[10],phi[10],theta[10],gamma[11],beta[11],phi[11],theta[11]
11,-39.153000235557556,0.6165627696981878,0.5046876067409337,0.5916543553918352,0.6037031714830171,0.593766668633448,0.59049759862335,0.6227759753476497,0.59280006584592,0.6036904659904844,0.607778730089869,0.6506235588040173,0.6795591719284477,0.705690290426454,0.6312252604574171,0.610591060185441,0.6216891815517538,0.5936432199587546,0.6024154843621058,0.5768701480072294,0.6033361468822979,0.6044838599173528,0.5904324544225343,0.5996763725218204,0.6466777782195746,0.7138793239038699,0.6382421417901547,0.6124256066084087,0.6289856255522458,0.630082438294029,0.5882208565878028,0.628406242607232,0.6567530640778293,0.6729555534152719,0.6533418188907085,0.6351823776349521,0.6506007913468327,0.7739373147459057,0.742885261283999,0.6839638496274995,0.6634483521959612,0.6703558551106067,0.7146475087098615,0.692383609128387,0.6518450219024214,0.6534669404725693,0.6391621807501865,0.6507461758214483,0.7032805125216326
12,-41.066062062978745,0.6212458310667092,0.49746217813424304,0.585871329893658,0.6015011656729624,0.6001320317957648,0.5909670597117038,0.6148681944419857,0.5918412800299716,0.6090302514322091,0.6147825413299803,0.6562014050874878,0.696454926253917,0.71117587096982,0.6299189235657223,0.6098876448567038,0.6196517321020523,0.5964503715717534,0.6045469530489637,0.5752574831882783,0.5989631287934196,0.5908172695350652,0.5891296766306137,0.6001935768951243,0.6482030352124293,0.7206219899840981,0.648939587044972,0.6183781679773444,0.6283376470952627,0.6235947097046807,0.5894090381299616,0.6328797233096866,0.6640307734571662,0.6704460037049723,0.6554934959781447,0.6409257847712952,0.6589608427963464,0.7849925485538979,0.7566943958286658,0.698338211478045,0.6736434009401057,0.6814885784547149,0.7209612365571738,0.7080763004906485,0.6730493155720882,0.6684269100972764,0.6409218008207124,0.656688508103867,0.7134473074457226
13,-42.299468368291855,0.6232082183923646,0.5010149012796888,0.5801337438517622,0.5939247295425778,0.6008355931060322,0.5907776088709216,0.605609236489676,0.5967786512590013,0.6123472378079712,0.6146102502657572,0.6537803537523164,0.7004289940575229,0.7090675339962258,0.6253840603433438,0.6116619284433169,0.620282059795525,0.5997537121635196,0.6022004898368202,0.5791154388454374,0.5979962829972765,0.5883371932936737,0.5891484317383793,0.5954163554019591,0.6453146731907827,0.7169289658968391,0.6453628344223667,0.6249579858983009,0.6269558591358063,0.6191845741330235,0.5954538001544556,0.6304539415421658,0.660755330961835,0.6673382921424407,0.6590746984783094,0.6434044229945947,0.6628548966838704,0.794465436548533,0.7548362476121003,0.700547198051187,0.676579401856726,0.685806549373144,0.7151530320553148,0.7044277701421955,0.6794351994681247,0.6703426573879145,0.6434474038164637,0.6589536624728718,0.7157024753684245
14,-43.000578075647354,0.6222817496971554,0.5084515780734385,0.5762329965305583,0.594463148614167,0.6025295894550381,0.5933625856911571,0.6067779498055136,0.5971774814886344,0.61480280158965,0.6157773598341942,0.6537835307535096,0.6950677468295835,0.7083387118386097,0.6262626299255257,0.6140426920432703,0.6163857571171304,0.5991675546355226,0.6038709759902838,0.5821485417954184,0.5966669854857672,0.5907513622132031,0.5896785224619845,0.594954979650221,0.6449179504699172,0.7116530299537976,0.6467536836402293,0.6261049279959735,0.6268808853404744,0.619892674702971,0.596423525870226,0.6319226422067371,0.6557676716036046,0.6660280700468121,0.6574506892876256,0.6454155181289006,0.6660309390400746,0.7908307349969547,0.7505556413351593,0.7024789357316872,0.680278013721714,0.6836403968128532,0.7111725055265329,0.6991709464301801,0.6768582040547725,0.6663719419214712,0.6429889130151593,0.652292883885361,0.7173111621275076
15,-43.465483009815216,0.6206551853313652,0.5183324695067537,0.5712880385784672,0.5934976017200746,0.6005164047650379,0.5989395958998479,0.6061216641467162,0.5961628874898784,0.6173930517434594,0.6146796471122252,0.654886899286015,0.6874435615272273,0.7040841382710187,0.6290154914736502,0.6189058981610077,0.6119360883800994,0.6037613449980673,0.6045284658865091,0.5842419000035605,0.5922648190623593,0.5917243588283759,0.5877951065382423,0.5957981921491706,0.6424346564984852,0.7058271724149439,0.648784325124824,0.6263528872164291,0.62732587162251,0.6196188167838614,0.5989883689426455,0.63632741670622,0.6503433048289605,0.662582130348319,0.6562798264487838,0.6513980750022152,0.6765277628265857,0.7838370107992289,0.7467499252865871,0.709105242778649,0.6865624119734494,0.6830100419014008,0.7056415368033517,0.690890890853054,0.6780722768108218,0.6608739663298011,0.6445929555914062,0.645683667881795,0.7183130286494789
16,-43.670483112335205,0.617661631262895,0.5159018484719786,0.5714652080311844,0.5916413800339783,0.5984217891611007,0.6022986165309523,0.6062329431912674,0.5978094035405038,0.6197117184912319,0.6151917412296048,0.6565718857876403,0.6871907103345761,0.700462818470678,0.630018167281579,0.618198424764661,0.609793755560052,0.6066663295064122,0.6076472785802924,0.585536672713242,0.5915078031733744,0.5916828386979132,0.5850240388435608,0.5976043108618199,0.6427685322753918,0.7023762092096096,0.6515577632581092,0.6282470422137734,0.6300887909351136,0.6211705879396245,0.598475972319283,0.6383937434437487,0.6535843430967642,0.6605760006024893,0.6570816405629775,0.6523293724804882,0.6847862305355698,0.7810204211655575,0.7465264059619129,0.7149860668211441,0.6901187376015813,0.6905900277619209,0.7074606808161642,0.6902818587315914,0.6816665740059494,0.6618965429728039,0.6517123403979339,0.6449277413080154,0.721064780930587
17,-43.750943928956985,0.6159832481453795,0.5141344139834415,0.5740343379362891,0.5895047196343818,0.5928187512624467,0.6031031708346928,0.6051942414626909,0.599537472507411,0.6198319129330369,0.6156300093156508,0.6537329659882003,0.6829889865267006,0.6969738298101642,0.6286271751358773,0.6175445598825396,0.613217823876503,0.609527405008955,0.6062109723931551,0.588169448095907,0.5926596700219632,0.5931566958434923,0.5835221662277225,0.5960876662810355,0.6418218788451365,0.6998435185190914,0.6498583560174279,0.6280029121810877,0.6324776271365408,0.6234766458059243,0.600547788621022,0.637304278497763,0.6545810304539101,0.6610567989381209,0.6580642407106142,0.6503924795094366,0.6894995467889391,0.7810870677339368,0.74381528653506,0.714188816602711,0.687879330903994,0.6948335659380388,0.7076978117537741,0.6876700317464536,0.6799136646834116,0.6610189727640986,0.6564099735849674,0.6469972979218729,0.7214752271266315
18,-43.8712078332901,0.6172811164410205,0.5096966276906608,0.5777371219681067,0.5911883664827277,0.5934602320182756,0.6024989210567749,0.6063469758053303,0.6008225907766923,0.6213426055150083,0.6188878526250701,0.6534633757278536,0.6846625448920329,0.6988130508927206,0.6259708559497249,0.6145862997401226,0.6145110219973905,0.6107549898017806,0.6081322286570445,0.5878516472433541,0.5939122687563221,0.5903622949633782,0.5834265482989486,0.5970687414845225,0.6417161817939525,0.7035577014193224,0.6522574222902784,0.6284640207584453,0.631710129096777,0.6242309029922373,0.6007486314343812,0.6358874552249192,0.658922077037997,0.6655213127119987,0.658975684051866,0.6495062614585181,0.6927794185114098,0.780965135001455,0.7470981443869933,0.7172890916468622,0.6900847921049211,0.6971671486978098,0.7130588898150719,0.6952327914013426,0.6810285529505875,0.6660032155400486,0.6567931939869591,0.6523638084140386,0.7245841414418953
19,-43.92259231209755,0.6186193325677458,0.5119513091155178,0.5755576322213782,0.5919493198911185,0.5958695392750715,0.6034376990050271,0.608475903909775,0.6027328636377391,0.6227805033120241,0.6210894968386201,0.6544504656851415,0.6858739298279096,0.699686397787058,0.6260579613580481,0.6154591390404706,0.6116282667215336,0.6120124703995741,0.6114836733038752,0.5884984101476273,0.5926617687935368,0.5885722880070189,0.5844120666481812,0.5977611949668223,0.6415828930737161,0.7035058053449609,0.6549803112348889,0.6294035056676381,0.6323851878521677,0.623653720947814,0.6014039748271144,0.6370724941834435,0.6594954120639919,0.6662426469652574,0.6589379318325904,0.6510583989245687,0.6978006436957768,0.778566115228981,0.7488015808148457,0.7214826339355882,0.6963854854267653,0.6981443342916831,0.7141880183517954,0.6968330203203804,0.6833300388981736,0.6687739400821231,0.6559245553108547,0.6526633175152129,0.7278247406167788
20,-44.078797191381454,0.6189434416128744,0.5100488484180735,0.575193949974458,0.5900837410663275,0.5954626727268012,0.6036070536037282,0.6092798298550679,0.6054215571379596,0.6204207631065994,0.6217178832660387,0.6529049600356523,0.686396552122837,0.6979900023423905,0.6267725504410347,0.6172931823222177,0.6140293564569028,0.6119154768137441,0.6108625020681505,0.5883517198441746,0.5938324205654375,0.5895642604872764,0.5855645330282845,0.5958839549736796,0.6413890638254676,0.7032559535332983,0.6517992244616994,0.6302731094915494,0.634959191030963,0.6238570843756926,0.6020494366854721,0.6361552184252143,0.6588472935426407,0.6655854690109689,0.6596171140750622,0.6496428663254831,0.6976202460749644,0.779174431718857,0.7482389505647052,0.7186562234730648,0.6967915515896362,0.6995970401544197,0.7134475122496661,0.69602400861239,0.6829760402843053,0.6695218967328983,0.6568397655798548,0.6538870333937951,0.7266003949232803
21,-44.1072219312191,0.618900846336608,0.5093294260372433,0.5757614933604333,0.5893394675981035,0.594960444312023,0.6040562179413718,0.6104798966850806,0.6066497920021485,0.6195107524063175,0.6217609420777723,0.6516635586490522,0.6849574351504243,0.6972311634465191,0.6271680586188222,0.6176373709693178,0.6151268414906994,0.6122862841511174,0.6108125115332721,0.5884566657186735,0.5945041821392122,0.5904493424304876,0.5861161283258001,0.5953595055341052,0.6416112772156242,0.7030328525446946,0.6500654543041552,0.6305365332988326,0.636341240987352,0.6243610198510944,0.6030046991659576,0.6357597141380226,0.6578261917847059,0.6651804576601901,0.6597274061443712,0.6487416983415635,0.6978742222260534,0.778276042561943,0.7475090809448389,0.7170267404877445,0.6971189657994097,0.6996882870325383,0.7127809751468248,0.6950655558723382,0.681870532334873,0.6688722488761523,0.6570935995322333,0.6539412639836135,0.7256849150247626
22,-44.17407736182213,0.6188271233773015,0.5083012821839126,0.5767418952300545,0.5878673152821712,0.5945710320365263,0.6052573109563134,0.6125814592407391,0.6101325410056881,0.6202154355754488,0.6241410857425593,0.6511858877555646,0.6832098489444757,0.6965587303889235,0.6279696357325053,0.6173225559398269,0.6158529546291843,0.6143876976229136,0.6124731860602836,0.5898462333786602,0.595585561306891,0.5904486323384093,0.5868730485376318,0.5958709503919011,0.6416778781451994,0.7027305250877072,0.6498819579684932,0.6322249841091286,0.6391043807997202,0.6249265271297488,0.6048504138953428,0.6357112850973257,0.6579221441333789,0.6657644537047049,0.6604895783907716,0.6485860597718327,0.7031135432449604,0.7763648430807777,0.747349367858653,0.7187850390107564,0.701362672814459,0.7031712301005777,0.7136740758930102,0.6959546575946872,0.6820502393311045,0.6700515707159013,0.6590126595702865,0.6550607744986165,0.7265748732748892
23,-44.205827593803406,0.6196930995683764,0.503673390701253,0.5786828250275524,0.5841585690898689,0.594120474210774,0.6077012846303711,0.616945822114243,0.6189690102221348,0.6220806256854532,0.6301674025494483,0.6505960709915752,0.6805564885612712,0.69439736283712,0.6287062642963612,0.6172424531602303,0.6181479515495057,0.6195887944247399,0.616413957178285,0.5928815740838695,0.5968225266223947,0.5892972202976009,0.5888492145427153,0.5970983180808904,0.6421126046066078,0.702620920794086,0.6492454136088555,0.6358136081785537,0.645472927819777,0.6265826693381532,0.6094344445442431,0.6346247014875455,0.6595180098725543,0.6661930039000958,0.6631233791797564,0.6489433970327869,0.7149574349298283,0.7733255614101722,0.7488187279716574,0.722932572495449,0.7115462952742363,0.7120086314915611,0.7161627050270785,0.6998204374261469,0.6839329853677265,0.6735584031472819,0.6637340048656417,0.6597218946306767,0.7289976167944096
24,-44.33078974485397,0.6205003994375017,0.5013620576701354,0.5774806195948022,0.5831935435157312,0.5960856282761596,0.6071679638421181,0.617077747200331,0.6216183041634281,0.6239919580308677,0.6325091993690372,0.6511341111342187,0.6804189349399163,0.6963622603393707,0.628337209634418,0.6162871149080703,0.6187114785314894,0.6193875035151742,0.6181076304309455,0.5951380118302901,0.5955581522425177,0.5880017136322088,0.5893814999961228,0.598411749338784,0.6436371428022456,0.7031313778264094,0.6503311992423094,0.637902421541448,0.6470456575613072,0.6267434400231442,0.6120430057467255,0.6345905234686698,0.6608981102956284,0.6670579990858662,0.6633682494224589,0.6503434309530266,0.7179408436600506,0.7742225274986926,0.7508547841291954,0.7247434899153352,0.7154099654603838,0.71414961961895,0.7176266960091419,0.7038293059200931,0.6853185377588789,0.6744942653447644,0.6649880086028991,0.6605798234387331,0.7303785253262735
25,-44.36818006634712,0.6211538214917057,0.5039062682983714,0.5756372031792552,0.5844549616010737,0.5975745746512786,0.6057929582717118,0.6152370271702855,0.6189177151902077,0.6244450363648821,0.6314527954966652,0.6530239602045653,0.6806043848106584,0.6989823723177638,0.6275630826933101,0.6173115691821491,0.6182306400562518,0.6157669906805144,0.6165549720477941,0.5952832553061094,0.5943507377926499,0.5879975485804225,0.589552135016584,0.598384557693474,0.6449848241303621,0.7041584283815812,0.6499435681454869,0.6363402710602021,0.643949853191429,0.6264883246251797,0.6117275032367575,0.6339772342803477,0.659842700966783,0.6676118511915934,0.6625017238265698,0.6503830868236025,0.7121191795362346,0.776022167250811,0.7511302372652005,0.7235777274383035,0.7118238072682529,0.7096618524685286,0.7171558874871278,0.7039727745872308,0.6847829701258697,0.6725099924420451,0.6624228869250671,0.6589584063432926,0.7296580725955444
26,-44.41280847787857,0.621707625329569,0.502220639033385,0.5760009087723174,0.5838962196913614,0.5967134345670126,0.6047847800230619,0.6159643389182355,0.6224137622987722,0.6258878673774984,0.6329141402273875,0.6536071576821134,0.6792218682951491,0.6992188010532244,0.6269987043122117,0.6173194518729553,0.619373304009163,0.6163690945995008,0.6178916591893417,0.597369286662581,0.5945734230600906,0.5881978474470815,0.5897284366644892,0.5984220152886139,0.6461458635807193,0.7050013077331271,0.6494106652638683,0.6372979123818512,0.6443560270100601,0.6277014453978088,0.6132208240945668,0.6328531260245492,0.6607091325382055,0.6686858545378394,0.6633621346569568,0.6507033774993198,0.7138703454834638,0.7752273014242617,0.7520043305569009,0.7255116880158283,0.7138023703203857,0.7124129897458545,0.7184371349074622,0.7061549838327539,0.6855428088925002,0.6731199834403551,0.6645139568045189,0.6601838215061367,0.730535892158743
27,-44.45065850019455,0.6229335043371639,0.5003417469183881,0.5753860480720255,0.58293722430479,0.5951238864194852,0.6036880220924588,0.6173047833283173,0.6258196630134464,0.6260648676547461,0.6336585357395635,0.653973051297077,0.6784875719557913,0.6991211916291622,0.6269295999405083,0.6179596556780609,0.62073684129412,0.6168019411244827,0.6191232759608125,0.5985840477018269,0.5954301351433033,0.5877112708723405,0.5899435696085581,0.5977693017370598,0.6470521146450878,0.7056406989854421,0.6484347771895229,0.6389158752446887,0.6456500512336151,0.6292573396452172,0.6140248000362987,0.6319895909929543,0.660361978491363,0.669525118286567,0.6641251548567496,0.6509677861871841,0.7146097546481778,0.7746451732372766,0.7517505097988675,0.727333119465173,0.7156508308527864,0.71500989625272,0.718736608163276,0.7076706838035759,0.6861944363084028,0.6734137618755012,0.6659069029512732,0.6620122489181971,0.7297983284925458
28,-44.46711203455925,0.6241233044789682,0.4996073149121988,0.575555783816597,0.5826562501033248,0.5941978471691103,0.6035839911624865,0.6174165934730886,0.627622346362726,0.6261656640489156,0.6346088826846634,0.6535975036537973,0.6780862629578954,0.6982205063180034,0.627639437384978,0.618623877091292,0.6214509055220159,0.6176222820014237,0.6198127793872314,0.5990905723442989,0.5958358508656241,0.5875657675981196,0.5899847557937068,0.5972454371485936,0.6471479581871581,0.7053182052996719,0.6479187982635618,0.6405601816886047,0.646950851452776,0.6297303788498507,0.6144951760853069,0.6324361754605918,0.6601353417876228,0.6693783625883478,0.6649485704768253,0.651749226926019,0.7152353451881581,0.7744946304420338,0.7510374251532004,0.7283240714538549,0.7172891531794946,0.7166504369574073,0.7187587202772051,0.7077485836515491,0.6867415461540992,0.6734967557959539,0.6667417033611588,0.6631923451482915,0.7297292222062115
29,-44.509693682193756,0.6268096522261924,0.4977610234260155,0.5748428516673257,0.5812464675696322,0.5943970060738091,0.6032126053742285,0.6178388652386093,0.6315781498137923,0.6276547846528249,0.6382102350781034,0.6539448029970666,0.6778730864966511,0.6983438608699637,0.6280524839754125,0.6197362589792164,0.6230614435602607,0.6186454855043682,0.6220270262866829,0.6009472699023635,0.5958788372782423,0.5861970467711954,0.5907619499582658,0.5973024404349685,0.6484716887892064,0.7057227918901969,0.6474039690072867,0.6440031869625205,0.64948812820708,0.6303654322563308,0.6167496734602367,0.6328660035529511,0.6602587210319271,0.6694867169990699,0.6667421415985193,0.6538077112864606,0.7176709731508722,0.7744246651824171,0.7514320815265045,0.7312694689382028,0.7220316029854902,0.7199662940332378,0.7203377069882704,0.7106609170314038,0.6886749132108617,0.6744678303967777,0.6684363397094062,0.6659289559982415,0.7308157159976962
30,-44.524319887161255,0.6292345969993564,0.4953603258735399,0.5742557937824798,0.579702155154877,0.5951571905066585,0.6035782444082396,0.6185349283435132,0.6360350771927402,0.6296575215698966,0.6429826730107951,0.6544484942072006,0.6774811183545267,0.698289669103501,0.6286832559156568,0.6208257388034111,0.6244779011891738,0.6202835466386558,0.6248067698494719,0.6027283170391626,0.5956166470988772,0.5842077383708482,0.5918307179649593,0.5978660876662942,0.6493360655909058,0.7061805446877168,0.6474637583458899,0.6476428564124346,0.6529709227062304,0.6310422564422911,0.6195337538232869,0.6335281676641972,0.660519216461712,0.6697831185636886,0.6688906243957332,0.6563384978330024,0.7219992536577605,0.77423907223846,0.7522192668075469,0.7351526794634685,0.7282593619940669,0.7241085761501933,0.7222067550679618,0.7142128778726343,0.6909629276911601,0.676036587464352,0.6703160356757726,0.6694518316139684,0.7328915759439001
